caseid,liveurban,vote16,protest,vote,most_important_issue,confecon,ideology,partyID,universal_income,family_separation,free_college,forgive_loans,race,birthyr,sex,education,weight,fttrump,ftobama,ftbiden,ftwarren,ftsanders,ftbuttigieg,ftharris,ftblack,ftwhite,fthisp,ftasian,ftmuslim,ftillegal,ftjournal,ftnato,ftun,ftice,ftnra,ftchina,ftnkorea,ftmexico,ftsaudi,ftukraine,ftiran,ftbritain,ftgermany,ftjapan,ftisrael,ftfrance,ftcanada,ftturkey,ftrussia,ftpales,ftimmig,partisanship,ftbiden_level,age,age2,ftbiden_float,ftbiden_cat,ftbiden_str,prefersbiden,worried_econ,favor_both
2999,Town,Donald Trump,False,Donald Trump,"Liberals and socialist ideas. This idealism needs to be stamped out. Impeach trump?? Haha! He wins and the republicans win. No matter if Trump killed someone the Republican Party wouldn’t convict him and I would agree. Conservative ideals , the 2A and the NRA are the most important things in our country and we need to build a wall and throw everyone out who does not belong here. Climate change is a left wing lie and just left wing propaganda. Israel is our most important ally and we need to help Israel crush Palestine, Iran and everyone else who does not how to our western ideas and power",Not at all worried,Moderate,Independent,Favor a little,Favor somewhat,Favor a moderate amount,Favor a great deal,White,1975,Male,No HS diploma,1.81430707385196,100.0,2.0,3.0,1.0,0.0,6.0,2.0,5.0,100.0,51.0,3.0,1.0,2.0,3,38.0,32.0,100.0,100.0,5,1.0,2.0,86.0,89.0,3.0,100,100,96,100.0,65.0,88,14.0,86.0,1.0,1.0,-97.0,dislike,45,2025,3.0,3.0,3.0,False,False,True
3000,Suburb,Hillary Clinton,False,Joe Biden,trump,Very worried,Liberal,Democrat,Neither favor nor oppose,Favor strongly,Neither favor nor oppose,Neither favor nor oppose,Hispanic,1972,Male,No HS diploma,2.01358524075506,0.0,100.0,100.0,50.0,97.0,50.0,50.0,100.0,50.0,100.0,81.0,98.0,93.0,4,14.0,6.0,3.0,17.0,49,49.0,49.0,47.0,51.0,49.0,59,48,49,49.0,59.0,50,4.0,50.0,49.0,85.0,100.0,like,48,2304,100.0,100.0,100.0,True,False,False
3001,Town,Did not vote,False,Joe Biden,Donald Trump,Extremely worried,Conservative,Republican,Favor a great deal,Neither favor nor disagree,Neither favor nor oppose,Oppose a little,Black,1952,Male,High school graduate,2.22986597045173,4.0,97.0,94.0,97.0,94.0,77.0,75.0,57.0,53.0,54.0,56.0,53.0,55.0,58,85.0,86.0,19.0,5.0,55,16.0,97.0,17.0,62.0,53.0,56,58,46,14.0,55.0,75,56.0,22.0,27.0,56.0,90.0,like,68,4624,94.0,94.0,94.0,True,True,False
3002,Suburb,Hillary Clinton,False,Someone else,health care,Moderately worried,,Democrat,Neither favor nor oppose,Oppose strongly,Favor a little,Neither favor nor oppose,Black,1978,Male,4-year degree,1.05052834361147,1.0,79.0,11.0,61.0,72.0,74.0,46.0,74.0,57.0,71.0,78.0,69.0,60.0,52,,75.0,9.0,30.0,62,60.0,60.0,62.0,62.0,60.0,59,72,62,64.0,67.0,61,62.0,56.0,69.0,75.0,10.0,dislike,42,1764,11.0,11.0,11.0,True,True,False
3003,Suburb,Hillary Clinton,False,Joe Biden,healthcare,Moderately worried,Moderate,Independent,Neither favor nor oppose,Favor strongly,Oppose a great deal,Oppose a great deal,White,1957,Male,High school graduate,.897550307642941,2.0,69.0,98.0,89.0,70.0,11.0,70.0,40.0,43.0,40.0,31.0,31.0,4.0,100,97.0,99.0,51.0,50.0,50,2.0,17.0,50.0,36.0,27.0,100,53,39,40.0,41.0,100,28.0,28.0,41.0,15.0,96.0,like,63,3969,98.0,98.0,98.0,True,True,False
3004,City,Donald Trump,False,Donald Trump,gun control,Extremely worried,Liberal,Republican,Favor a great deal,Favor somewhat,Favor a moderate amount,Favor a moderate amount,White,1989,Male,High school graduate,7.03646496881757,98.0,70.0,79.0,78.0,84.0,79.0,76.0,82.0,87.0,80.0,87.0,86.0,85.0,88,87.0,85.0,90.0,89.0,50,88.0,66.0,92.0,84.0,83.0,95,88,84,75.0,84.0,92,92.0,57.0,75.0,85.0,-19.0,like,31,961,79.0,79.0,79.0,False,True,True
3005,Town,Donald Trump,False,Donald Trump,The Socialistic leanings of the Democrats,Not at all worried,Conservative,Republican,Oppose a great deal,Neither favor nor disagree,Oppose a great deal,Oppose a great deal,White,1937,Male,4-year degree,.967463799468405,100.0,19.0,3.0,1.0,3.0,3.0,0.0,41.0,69.0,40.0,51.0,1.0,0.0,18,31.0,10.0,100.0,91.0,20,10.0,1.0,21.0,50.0,0.0,70,20,51,90.0,0.0,31,40.0,1.0,90.0,100.0,-97.0,dislike,83,6889,3.0,3.0,3.0,False,False,False
3006,Town,Hillary Clinton,False,Joe Biden,That guy in the white House,A little worried,Moderate,Democrat,Neither favor nor oppose,Oppose strongly,Neither favor nor oppose,Neither favor nor oppose,Black,1948,Male,High school graduate,2.22986597045173,2.0,90.0,76.0,51.0,61.0,55.0,51.0,60.0,56.0,59.0,49.0,55.0,48.0,62,60.0,59.0,49.0,5.0,51,9.0,56.0,21.0,59.0,48.0,61,61,58,54.0,55.0,60,49.0,8.0,54.0,61.0,74.0,like,72,5184,76.0,76.0,76.0,True,False,False
3007,Suburb,Donald Trump,False,Donald Trump,"We have many, but unity amongst its citizens is important.",A little worried,Moderate,Republican,Oppose a great deal,Oppose strongly,Oppose a moderate amount,Oppose a little,Hispanic,1962,Male,High school graduate,1.27229679676651,86.0,50.0,84.0,0.0,20.0,26.0,0.0,41.0,46.0,44.0,41.0,28.0,50.0,69,53.0,49.0,0.0,0.0,0,0.0,36.0,40.0,41.0,0.0,89,88,87,85.0,72.0,91,16.0,1.0,15.0,85.0,-2.0,like,58,3364,84.0,84.0,84.0,False,False,False
3008,City,Someone else,False,Someone else,Political Parties,A little worried,Moderate,Independent,Neither favor nor oppose,Favor somewhat,Oppose a great deal,Oppose a great deal,Black,1969,Male,High school graduate,.678829247644373,14.0,23.0,16.0,6.0,4.0,13.0,7.0,59.0,50.0,50.0,58.0,53.0,3.0,47,98.0,51.0,95.0,51.0,12,2.0,47.0,51.0,59.0,0.0,99,54,100,66.0,41.0,60,10.0,1.0,42.0,96.0,2.0,dislike,51,2601,16.0,16.0,16.0,True,False,False
3009,Suburb,Did not vote,False,Joe Biden,Healthcare inaccessibility.,Very worried,Liberal,Democrat,Neither favor nor oppose,Oppose strongly,Favor a great deal,Favor a great deal,White,1994,Female,High school graduate,.709746566817057,1.0,70.0,15.0,65.0,100.0,20.0,25.0,91.0,93.0,90.0,91.0,91.0,70.0,70,51.0,70.0,0.0,0.0,12,0.0,15.0,0.0,62.0,0.0,61,60,81,5.0,60.0,81,6.0,1.0,30.0,85.0,14.0,dislike,26,676,15.0,15.0,15.0,True,False,False
3010,Rural,Donald Trump,False,Donald Trump,LYING DEMOCRATS !!!!,Not at all worried,Conservative,Republican,Oppose a great deal,Oppose somewhat,Oppose a great deal,Oppose a great deal,White,1943,Male,Some college, ,100.0,2.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,50.0,0.0,0.0,2,55.0,0.0,100.0,100.0,50,1.0,40.0,50.0,31.0,0.0,50,50,50,100.0,30.0,50,50.0,30.0,1.0,50.0,-100.0,dislike,77,5929,0.0,0.0,0.0,False,False,False
3011,Suburb,Hillary Clinton,False,Joe Biden,Donald Trump & the Republican Party,Very worried,Moderate,Republican,Oppose a little,Oppose strongly,Favor a little,Oppose a moderate amount,White,1952,Male,4-year degree,.957778950539609,1.0,90.0,70.0,90.0,70.0,75.0,86.0,80.0,80.0,80.0,80.0,80.0,80.0,85,90.0,75.0,50.0,1.0,70,5.0,70.0,20.0,70.0,65.0,85,85,80,45.0,80.0,90,50.0,20.0,50.0,80.0,69.0,neutral,68,4624,70.0,70.0,70.0,True,False,False
3012,City,Hillary Clinton,False,Joe Biden,Criminal & corrupt GOP keeping impeached #45 above the law & unaccountable for his lawlessness,Very worried,,Democrat,Favor a little,Oppose strongly,Favor a moderate amount,Favor a moderate amount,Hispanic,1962,Male,High school graduate,1.34719693063187,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,70.0,100.0,100.0,100.0,97.0,96,86.0,85.0,1.0,1.0,6,3.0,98.0,0.0,86.0,18.0,76,90,94,1.0,97.0,98,3.0,2.0,70.0,99.0,100.0,like,58,3364,100.0,100.0,100.0,True,False,True
3013,Suburb,Donald Trump,False,Someone else,Not enough DDR tournaments.,Moderately worried,Moderate,Independent,Oppose a moderate amount,Oppose strongly,Oppose a moderate amount,Oppose a moderate amount,Hispanic,1947,Male,High school graduate,1.48908560750828,38.0,40.0,37.0,,56.0,,,42.0,52.0,50.0,100.0,21.0,30.0,7,0.0,23.0,,100.0,78,50.0,43.0,22.0,32.0,94.0,44,47,100,39.0,54.0,89,50.0,77.0,42.0,57.0,-1.0,dislike,73,5329,37.0,37.0,37.0,False,True,False
3014,Town,Donald Trump,False,Donald Trump,imigration,A little worried,Conservative,Republican,Oppose a moderate amount,Neither favor nor disagree,Oppose a great deal,Oppose a moderate amount,White,1948,Male,Some college,.928713753877035,97.0,26.0,8.0,7.0,5.0,8.0,16.0,89.0,99.0,88.0,89.0,50.0,16.0,16,19.0,28.0,92.0,99.0,41,40.0,50.0,30.0,65.0,10.0,89,50,85,97.0,61.0,90,31.0,51.0,16.0,80.0,-89.0,dislike,72,5184,8.0,8.0,8.0,False,False,False
3015,Suburb,Hillary Clinton,False,Someone else,Income inequality,Moderately worried,Liberal,Democrat,Favor a moderate amount,Oppose strongly,Favor a moderate amount,Favor a great deal,White,1963,Male,Post-graduate,1.07503468935162,4.0,71.0,50.0,66.0,76.0,80.0,29.0,66.0,50.0,64.0,69.0,61.0,50.0,71,84.0,90.0,32.0,5.0,35,10.0,62.0,22.0,71.0,29.0,66,80,65,26.0,71.0,81,21.0,7.0,41.0,69.0,46.0,neutral,57,3249,50.0,50.0,50.0,True,True,True
3016,Suburb,Someone else,False,Joe Biden,"Anger, hatred, inequality",A little worried,Liberal,Democrat,Neither favor nor oppose,Oppose strongly,Favor a moderate amount,Favor a great deal,White,1990,Male,4-year degree,.610471351799231,1.0,97.0,69.0,42.0,76.0,56.0,71.0,72.0,69.0,69.0,71.0,69.0,61.0,50,52.0,55.0,31.0,47.0,52,19.0,72.0,49.0,51.0,51.0,84,54,52,50.0,70.0,89,47.0,48.0,50.0,69.0,68.0,neutral,30,900,69.0,69.0,69.0,True,False,False
3017,City,Hillary Clinton,False,Joe Biden,Shootings,A little worried,Moderate,Democrat,Favor a moderate amount,Oppose strongly,Favor a great deal,Neither favor nor oppose,Black,1961,Male,High school graduate,.989348149771041,12.0,98.0,99.0,98.0,91.0,70.0,81.0,97.0,90.0,90.0,91.0,90.0,71.0,80,90.0,92.0,10.0,6.0,79,9.0,91.0,20.0,35.0,9.0,97,78,60,90.0,94.0,99,81.0,1.0,56.0,80.0,87.0,like,59,3481,99.0,99.0,99.0,True,False,True
3018,Suburb,Did not vote,False,Someone else,Political parties refusing to work together to help the American people. The dems and Republicans always put themselves first.,Very worried,Moderate,Independent,Oppose a moderate amount,Neither favor nor disagree,Oppose a great deal,Oppose a great deal,White,1971,Male,High school graduate,.746471833745374,48.0,21.0,31.0,50.0,20.0,,18.0,56.0,100.0,62.0,92.0,49.0,3.0,47,28.0,47.0,45.0,40.0,48,26.0,51.0,19.0,50.0,16.0,95,64,93,100.0,62.0,98,49.0,49.0,15.0,59.0,-17.0,dislike,49,2401,31.0,31.0,31.0,False,False,False
3019,Town,Donald Trump,False,Joe Biden,The new world agenda,A little worried,Conservative,Republican,Favor a little,Oppose strongly,Oppose a great deal,Oppose a little,Other,1970,Male,2-year degree,.713621281799474,1.0,47.0,31.0,52.0,69.0,93.0,56.0,20.0,5.0,14.0,49.0,18.0,7.0,41,20.0,20.0,3.0,49.0,4,10.0,13.0,5.0,61.0,2.0,72,58,42,31.0,20.0,92,6.0,4.0,2.0,53.0,30.0,dislike,50,2500,31.0,31.0,31.0,True,False,False
3020,Town,Did not vote,False,Probably will not vote,Idk,Extremely worried,,,Neither favor nor oppose,Neither favor nor disagree,Neither favor nor oppose,Neither favor nor oppose,Black,1994,Female,2-year degree,1.38707451644063,,,,,,,,27.0,36.0,36.0,22.0,27.0,37.0,21,,,29.0,,29,38.0,29.0,19.0,28.0,18.0,20,33,40,22.0,23.0,38,31.0,41.0,40.0,28.0,,,26,676,,,nan,False,True,False
3021,City,Donald Trump,False,Donald Trump,Democrats,Not at all worried,Conservative,Independent,Oppose a great deal,Neither favor nor disagree,Oppose a great deal,Oppose a great deal,White,1949,Male,4-year degree,1.12080996836952,100.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,51.0,96.0,50.0,0.0,0.0,0,50.0,0.0,100.0,100.0,0,0.0,50.0,0.0,41.0,0.0,60,41,80,100.0,41.0,50,1.0,0.0,0.0,100.0,-100.0,dislike,71,5041,0.0,0.0,0.0,False,False,False
3022,Town,Hillary Clinton,False,Joe Biden,A president who is racist,Not at all worried,Moderate,Democrat,Favor a great deal,Oppose strongly,Favor a great deal,Favor a great deal,Black,1955,Male,High school graduate,1.03614365884286,46.0,98.0,95.0,91.0,93.0,74.0,70.0,99.0,94.0,79.0,69.0,54.0,8.0,99,78.0,81.0,51.0,12.0,56,53.0,18.0,13.0,22.0,8.0,83,81,50,19.0,76.0,88,60.0,2.0,13.0,13.0,49.0,like,65,4225,95.0,95.0,95.0,True,False,True
3023,City,Hillary Clinton,False,Joe Biden,Ilegal inmigration,Not at all worried,Moderate,Democrat,Favor a great deal,Oppose strongly,Favor a great deal,Favor a great deal,White,1987,Male,Post-graduate,.763393935566899,31.0,90.0,100.0,70.0,58.0,70.0,84.0,100.0,100.0,100.0,100.0,85.0,20.0,85,86.0,100.0,70.0,7.0,50,0.0,80.0,80.0,80.0,10.0,100,100,100,100.0,100.0,100,70.0,35.0,67.0,80.0,69.0,like,33,1089,100.0,100.0,100.0,True,False,True
3024,Rural,Hillary Clinton,False,Joe Biden,Imagation,Extremely worried,Conservative,Democrat,Neither favor nor oppose,Favor strongly,Oppose a great deal,Oppose a great deal,White,1962,Male,High school graduate,.878855634357939,49.0,85.0,68.0,66.0,97.0,49.0,54.0,3.0,100.0,5.0,2.0,2.0,2.0,1,99.0,100.0,99.0,99.0,98,0.0,95.0,6.0,9.0,98.0,70,94,96,3.0,6.0,97,1.0,97.0,0.0,1.0,19.0,neutral,58,3364,68.0,68.0,68.0,True,True,False
3025,Rural,Donald Trump,False,Donald Trump,The democrats and Nancy Pelosi liberal media socialism,Not at all worried,Conservative,Republican,Oppose a great deal,Favor strongly,Oppose a great deal,Oppose a great deal,White,1937,Male,High school graduate,.984875640312253,100.0,4.0,2.0,1.0,1.0,0.0,0.0,69.0,99.0,72.0,68.0,0.0,0.0,2,17.0,6.0,81.0,84.0,53,5.0,35.0,26.0,1.0,1.0,44,79,66,92.0,22.0,81,15.0,1.0,4.0,78.0,-98.0,dislike,83,6889,2.0,2.0,2.0,False,False,False
3026,Rural,Hillary Clinton,False,Joe Biden,The presidency of Donald J. Trump.,Extremely worried,Moderate,Democrat,Favor a little,Oppose strongly,Oppose a great deal,Oppose a great deal,Black,1960,Male,High school graduate,.989348149771041,0.0,100.0,90.0,75.0,70.0,55.0,75.0,60.0,49.0,50.0,50.0,60.0,49.0,50,70.0,75.0,50.0,0.0,50,0.0,49.0,20.0,54.0,50.0,49,50,50,40.0,65.0,70,40.0,0.0,85.0,50.0,90.0,like,60,3600,90.0,90.0,90.0,True,True,False
3027,Suburb,Hillary Clinton,False,Joe Biden,Trump,Moderately worried,Moderate,Independent,Oppose a moderate amount,Oppose strongly,Oppose a moderate amount,Oppose a moderate amount,White,1949,Male,Some college, ,2.0,100.0,60.0,33.0,34.0,72.0,32.0,51.0,50.0,45.0,51.0,51.0,44.0,61,81.0,70.0,42.0,0.0,31,6.0,59.0,5.0,50.0,4.0,69,85,79,50.0,66.0,98,20.0,21.0,70.0,46.0,58.0,neutral,71,5041,60.0,60.0,60.0,True,True,False
3028,City,Hillary Clinton,False,Joe Biden,A strong spike in discrimination,A little worried,Moderate,Democrat,Favor a little,Oppose somewhat,Neither favor nor oppose,Oppose a little,Black,1956,Male,No HS diploma,1.77800695407354,28.0,85.0,88.0,71.0,79.0,61.0,63.0,90.0,80.0,71.0,70.0,71.0,50.0,73,52.0,65.0,64.0,55.0,70,21.0,71.0,57.0,50.0,49.0,56,60,61,56.0,66.0,72,53.0,50.0,50.0,71.0,60.0,like,64,4096,88.0,88.0,88.0,True,False,False
3029,City,Hillary Clinton,False,Joe Biden,Racism,A little worried,Liberal,Democrat,Oppose a little,Favor somewhat,Neither favor nor oppose,Neither favor nor oppose,Hispanic,1965,Male,4-year degree,.556427919485323,98.0,100.0,92.0,84.0,93.0,70.0,68.0,86.0,75.0,91.0,98.0,84.0,65.0,82,46.0,68.0,13.0,22.0,71,39.0,84.0,93.0,37.0,57.0,52,50,48,37.0,94.0,86,34.0,93.0,89.0,93.0,-6.0,like,55,3025,92.0,92.0,92.0,False,False,False
3030,Rural,Hillary Clinton,False,Joe Biden,racism hate crimes,Extremely worried,Liberal,Democrat,Neither favor nor oppose,Oppose strongly,Favor a great deal,Favor a moderate amount,White,1951,Male,Some college,.98338714821771,4.0,99.0,81.0,99.0,92.0,80.0,86.0,83.0,89.0,75.0,71.0,75.0,64.0,72,85.0,76.0,6.0,4.0,56,26.0,59.0,31.0,9.0,16.0,85,94,72,69.0,83.0,94,26.0,5.0,31.0,74.0,77.0,like,69,4761,81.0,81.0,81.0,True,True,False
3031,City,Hillary Clinton,False,Joe Biden,Global warming/ gas emissions/ fossil fuels/ pollution,Moderately worried,Liberal,Democrat,Favor a great deal,Oppose strongly,Favor a moderate amount,Favor a moderate amount,White,1991,Male,4-year degree,1.08737874806145,1.0,86.0,79.0,88.0,97.0,90.0,88.0,96.0,80.0,91.0,100.0,96.0,99.0,95,90.0,89.0,8.0,2.0,8,5.0,83.0,5.0,77.0,5.0,82,83,84,62.0,94.0,99,63.0,2.0,32.0,100.0,78.0,like,29,841,79.0,79.0,79.0,True,True,True
3032,City,Hillary Clinton,False,Joe Biden,racism,Moderately worried,Moderate,Democrat,Neither favor nor oppose,Oppose strongly,Favor a moderate amount,Favor a moderate amount,Black,1956,Male,High school graduate,1.03614365884286,5.0,86.0,83.0,84.0,84.0,87.0,83.0,86.0,73.0,83.0,81.0,85.0,84.0,85,82.0,84.0,21.0,41.0,56,58.0,43.0,57.0,54.0,41.0,73,85,67,69.0,81.0,66,67.0,41.0,78.0,81.0,78.0,like,64,4096,83.0,83.0,83.0,True,True,False
3033,Suburb,Donald Trump,False,Donald Trump,They way this country is divided,Not at all worried,Conservative,Republican,Oppose a great deal,Favor somewhat,Oppose a great deal,Oppose a great deal,White,1946,Male,2-year degree, ,100.0,31.0,11.0,10.0,7.0,26.0,10.0,100.0,100.0,100.0,100.0,50.0,0.0,10,50.0,0.0,100.0,95.0,50,0.0,41.0,50.0,25.0,0.0,80,30,90,100.0,50.0,50,5.0,40.0,10.0,100.0,-89.0,dislike,74,5476,11.0,11.0,11.0,False,False,False
3034,City,Did not vote,False,Someone else,Trump and the way he's been dividing the country.,A little worried,Moderate,Independent,Favor a moderate amount,Oppose strongly,Favor a moderate amount,Favor a moderate amount,Hispanic,1979,Male,Some college,.869807701053966,1.0,90.0,25.0,55.0,97.0,16.0,24.0,94.0,89.0,100.0,88.0,80.0,83.0,65,66.0,86.0,8.0,90.0,58,1.0,100.0,44.0,61.0,43.0,77,76,75,71.0,66.0,100,93.0,41.0,71.0,94.0,24.0,dislike,41,1681,25.0,25.0,25.0,True,False,True
3035,Rural,Donald Trump,False,Donald Trump,Democrat party cannot get over losing in 2016 and have done nothing to move this country forward.These people are stealing from the taxpayer and producing nothing.Someone in the private sector would have been terminated long ago.,Not at all worried,Conservative,Independent,Oppose a great deal,Oppose somewhat,Oppose a great deal,Oppose a great deal,White,1953,Male,Some college,.891904784237684,100.0,0.0,6.0,7.0,0.0,11.0,3.0,70.0,81.0,34.0,51.0,2.0,0.0,10,50.0,6.0,100.0,100.0,26,6.0,41.0,41.0,5.0,0.0,76,50,50,81.0,56.0,60,45.0,50.0,0.0,90.0,-94.0,dislike,67,4489,6.0,6.0,6.0,False,False,False
3036,Rural,Donald Trump,False,Donald Trump,Immigration,Very worried,Conservative,Republican,Neither favor nor oppose,Neither favor nor disagree,Neither favor nor oppose,Favor a little,White,1990,Male,Some college,1.01912921040849,100.0,0.0,0.0,,0.0,,,52.0,67.0,51.0,52.0,0.0,0.0,47,,,,,41,0.0,2.0,0.0,0.0,0.0,43,36,51,75.0,60.0,79,0.0,48.0,0.0,0.0,-100.0,dislike,30,900,0.0,0.0,0.0,False,False,False
3037,Town,Donald Trump,False,Donald Trump, ,Very worried,Conservative,Republican,Oppose a moderate amount,Oppose somewhat,Neither favor nor oppose,Oppose a little,White,1940,Male,4-year degree,.947312929381105,88.0,21.0,46.0,20.0,31.0,62.0,32.0,34.0,41.0,12.0,36.0,38.0,11.0,30,21.0,19.0,40.0,85.0,9,9.0,30.0,34.0,29.0,29.0,29,31,52,29.0,11.0,49,30.0,47.0,31.0,51.0,-42.0,neutral,80,6400,46.0,46.0,46.0,False,False,False
3038,Town,Hillary Clinton,False,Joe Biden,"Social bias, be it Economic, Religious, Racial, Sexist or Sexual.",Moderately worried,Moderate,Independent,Neither favor nor oppose,Oppose strongly,Favor a little,Favor a little,Hispanic,1966,Male,4-year degree,.556427919485323,1.0,85.0,71.0,60.0,60.0,75.0,55.0,96.0,95.0,95.0,94.0,60.0,71.0,90,70.0,70.0,40.0,1.0,41,1.0,86.0,21.0,16.0,6.0,90,90,86,70.0,85.0,96,59.0,10.0,46.0,90.0,70.0,like,54,2916,71.0,71.0,71.0,True,True,False
3039,Suburb,Did not vote,False,Probably will not vote,"The most important problem facing this country is morale, rather it's economy, race relations, immigration, healthcare, etc morale is sort of there in a way.",A little worried,Moderate,Independent,Oppose a little,Neither favor nor disagree,Favor a little,Neither favor nor oppose,White,1988,Male,No HS diploma,1.70891379801779,51.0,50.0,28.0,43.0,12.0,50.0,15.0,96.0,53.0,56.0,59.0,50.0,50.0,53,50.0,50.0,50.0,54.0,50,52.0,50.0,50.0,59.0,50.0,55,52,50,63.0,64.0,54,50.0,50.0,51.0,100.0,-23.0,dislike,32,1024,28.0,28.0,28.0,False,False,False
3040,Town,Donald Trump,False,Donald Trump,Democrats,Not at all worried,Conservative,Republican,Oppose a great deal,Oppose strongly,Oppose a great deal,Oppose a great deal,Other,1957,Male,High school graduate,.764566903196331,100.0,6.000000000000007,0.0,2.0,0.0,2.0,4.0,62.0,70.0,71.0,36.0,2.0,2.0,2,27.0,2.0,90.0,91.0,3,2.0,78.0,4.0,27.0,3.0,81,81,72,98.0,53.0,48,4.0,1.0,0.0,8.0,-100.0,dislike,63,3969,0.0,0.0,0.0,False,False,False
3041,Town,Hillary Clinton,False,Joe Biden,Terrorism,Not at all worried,Liberal,Democrat,Favor a moderate amount,Oppose strongly,Favor a little,Favor a little,Black,1964,Male,High school graduate,.989348149771041,1.0,99.0,100.0,61.0,90.0,0.0,39.0,81.0,74.0,74.0,72.0,72.0,31.0,70,98.0,90.0,49.0,1.0,20,0.0,31.0,10.0,9.0,0.0,66,70,51,72.0,87.0,90,10.0,0.0,28.0,72.0,99.0,like,56,3136,100.0,100.0,100.0,True,False,True
3042,Town,Donald Trump,False,Donald Trump,commie democrts,A little worried,Conservative,Republican,Oppose a great deal,Oppose strongly,Oppose a great deal,Oppose a great deal,Other,1937,Male,High school graduate,1.17733076039699,85.0,0.0,1.0,1.0,1.0,1.0,0.0,62.0,69.0,49.0,53.0,10.0,0.0,8,1.0,1.0,87.0,70.0,4,10.0,1.0,2.0,6.0,,4,4,32,48.0,2.0,8,10.0,6.0,3.0,64.0,-84.0,dislike,83,6889,1.0,1.0,1.0,False,False,False
3043,City,Hillary Clinton,False,Joe Biden,Senior Issues,Moderately worried,Liberal,Democrat,Favor a great deal,Oppose strongly,Favor a little,Neither favor nor oppose,Black,1961,Male,High school graduate,1.09328623312682,0.0,100.0,89.0,89.0,90.0,90.0,91.0,100.0,12.0,51.0,41.0,72.0,28.0,45,51.0,52.0,32.0,12.0,34,2.0,33.0,3.0,6.0,22.0,31,63,14,5.0,69.0,88,11.0,3.0,11.0,21.0,89.0,like,59,3481,89.0,89.0,89.0,True,True,True
3044,Town,Donald Trump,False,Donald Trump,"The rise of Socialism in place of the Democrat Party. Gone are the days of Tip O'Neill, Patrick Moynihan, Bill Bradley, Joe Lieberman and Zell Miller. The ""loyal opposition"" has turned into a bunch of America-hating Socialists and hate mongers, who define Speech, or ideas they disagree with as ""violence"". How do you answer that?",Not at all worried,Conservative,Republican,Oppose a great deal,Favor strongly,Oppose a great deal,Oppose a great deal,Other,1962,Male,2-year degree,.747375093512793,100.0,2.0,1.0,1.0,1.0,2.0,0.0,51.0,51.0,50.0,50.0,50.0,1.0,0,50.0,2.0,76.0,90.0,0,9.0,5.0,31.0,56.0,17.0,70,38,52,84.0,36.0,70,11.0,36.0,5.0,51.0,-99.0,dislike,58,3364,1.0,1.0,1.0,False,False,False
3045,Suburb,Hillary Clinton,False,Joe Biden,Donald Trump,Very worried,Moderate,Democrat,Neither favor nor oppose,Oppose strongly,Oppose a little,Favor a little,White,1950,Male,4-year degree,1.00308125749712,0.0,66.0,90.0,66.0,60.0,56.0,60.0,60.0,55.0,53.0,60.0,50.0,47.0,70,95.0,66.0,56.0,32.0,40,6.0,66.0,41.0,60.0,28.0,70,64,66,55.0,66.0,65,47.0,15.0,46.0,60.0,90.0,like,70,4900,90.0,90.0,90.0,True,False,False
3046,Suburb,Someone else,True,Donald Trump,"There are millions that are without healthcare or are under-insured. We live in the richest country in the history of the world and yet we are the only major country not to guarantee healthcare as a human right. We have become an oligarchic society and it's time we have a leader that will fight for the working class. That's why Bernie Sanders must become president. He has built a movement that can fight along side him to change the status quo. He will not just be commander in chief, but organizer in chief.",Not at all worried,Liberal,Democrat,Favor a great deal,Oppose strongly,Favor a great deal,Favor a great deal,White,1978,Male,4-year degree,.608038345981773,1.0,1.0,0.0,0.0,100.0,0.0,0.0,86.0,75.0,85.0,74.0,78.0,88.0,52,0.0,2.0,0.0,0.0,3,0.0,83.0,0.0,15.0,2.0,80,96,68,1.0,65.0,90,20.0,60.0,99.0,88.0,-1.0,dislike,42,1764,0.0,0.0,0.0,False,False,True
